"session","created","modified","ended","expired","code","pid_nr","class_start","ref_norm","refnorm_open_t1","random_refnorm_sentence_t1_class1","random_refnorm_sentence_t1_class2","refnorm_rank_t1","refnorm_open_t2","random_refnorm_sentence_t2_class1","random_refnorm_sentence_t2_class2","refnorm_rank_t2","student1","student2","student3","student4","student5","student6","student7","student8","student9","inf_cons","age","gender","exp","subjects","subject_deutsch"
"eYWIYmFMZIh2vJoqw9UBfUCdyponPSNsVpaRhXTJUl22N4nZkWJvZYch2ro05aZA","2022-05-03 21:30:09","2022-05-04 09:19:33","2022-05-04 09:19:33","","345","146","1","c","In Woche 4 ist zu sehen, dass einige Schüler sich noch unter dem Grundanspruch der Klasse 6 befinden.
Es ist eine deutliche Verbesserung von Woche 4 zu Woche 6 zu sehen. Ein Teil der Schüler kann sich von Woche 6 zu 8 nochmals steigern, ein Teil verschlechtert sich. Das kann daran liegen dass in den Wochen 4-6 dass im Unterricht bestimmte Aufgaben und Bereiche verstärkt bearbeitet wurden, die in der Lernstandserhebung abgefragt wurden, der eigentliche Lerninhalt sich aber noch nicht ausreichend verfestigt hat. Dennoch hat sich die Klasse insgesamt etwas im Kompetenzbereich ""Sprache im Fokus"" verbessert. ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","3","Es findet eine Verbesserung der Schüler innerhalb der Wochen statt und deutlich mehr Schüler erreichen den Grundanspruch für Ende der Klasse 9. Allerdings haben sich auch einige Schüler, die in Woche 4 sehr gut abgeschnitten haben, und sich im Verlauf verschlechtert haben","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","minus1","minus3","plus2","null","plus3","minus1","plus1","plus2","minus2","1","4","1","2","1, 3","1"
"FEFWrisnSMVfGiLkpT3dj9Dvpkzb8O5eSme0v13eVKiaGj0rU_RmKRlLOnpo9sd9","2022-05-03 21:57:25","2022-05-03 22:16:04","2022-05-03 22:16:04","","393","147","2","c","Dass es Schüler gab, die sich von Woche 4 zu Woche 8 verbessert haben. Allerdings haben sich auch einige verschlechtert, was vielleicht auch daraufhin weißen könnte dass sie nur geraten haben und das Thema doch nicht ganz verstanden hatten.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Dass die meisten Schüler mittlerweile sogar schon über dem Grundanspruch vorm Ende der 9. Klasse sind. Das bedeutet Frau Knoll kann mit den schwächeren Schülern nochmals wiederholen und mit den besseren ruhig auch langsam weitermachen, um kein großes Loch in der Klasse zu reisen","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","minus4","minus4","minus2","minus1","plus2","minus2","null","plus3","minus5","1","2","2","1","2, 4",""
"xv2G44LBGGrcpM40HHzpIwbTjIEki80rNxgkHQTgVC0XBPgbmCxlk002MflotJGF","2022-05-03 22:05:01","","","","409","148","2","i","","","","","","","","","","","","","","","","","","","","","","",""
"VQYkNk4Zy4b1bnx5mD83EGV1FbYB_lx4_l8D0Uo92CpfvGErvr989iqWHiLJA8JO","2022-05-03 22:17:48","2022-05-03 23:01:06","2022-05-03 23:01:06","","290","149","2","s","Im Laufe der Zeit verringern sich die Unterschiede zwischen den Schüler*innen (mehr Überlappungen).
Im Laufe der Zeit nimmt das mittlere Spektrum zu, d.h. einige verbessern ihre Kompetenz, andere lassen nach.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","1","Schüler*innen sind fast alle weiter als der Grundanspruch.
Nach 6 Wochen haben einige Schüler ihre Kompentenz verbessert, allerdings anschließend wieder verschlechtert.
","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","3","minus1","minus1","null","null","plus2","plus1","plus1","null","minus3","1","2","1","1","1, 3","1"
"nFb9Y5ZzVChBKQX_xgNr3O8fQq2KACQ3FJWEjbOudUX56TFRuh7O0DSw_zRN9WeI","2022-05-03 23:21:36","2022-05-03 23:34:25","2022-05-03 23:34:25","","312","150","1","i","Frau Maier kann mit ihrer Klasse eigentlich  zufrieden sein, da bis auf 4 SuS mindestens 700 Punkte erreicht haben. Somit liegen diese SuS fast alle im Grundanspruch Klasse 9. Viele SuS befinden sich auch gut über 700 Punkten, d.h. viele SuS befinden sich weit über dem Grundanspruch, was gut ist ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","die SuS schwächen nach Woche 6 meistens aus irgendwelchen Gründen ab. wenn verbesserungen vorliegen, dann sind diese meist nur klein. Am Ende liegen relativ gleich viele SuS über dem Grundanspruch als auch leider darunter","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","minus2","minus1","plus2","minus1","plus3","plus1","plus1","plus1","minus1","1","2","1","2","2",""
"OdFF6W-Kc3gWLne_A0-Tt0nFRZKKUbjwMqgdv6n_hw_pgk8GkS4S4XSqdQZ_5_Cx","2022-05-04 08:17:49","2022-05-04 08:37:05","2022-05-04 08:37:05","","360","151","2","c","Während zwei Schüler*innen zum Schluss noch immer einigen Aufholbedarf haben, sind 4 Schüler*innen auf einem guten Weg den Grundanspruch zum Ende der 9. Klasse hin zu erreichen, während der Rest der Klasse diesen sogar schon erfüllt. ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Zwar schaffen es alle Schüler*innen von Test 1 zu Test 2 den Grundanspruch Klasse 9 zu erreichen, jedoch sacken manche SuS dann wieder ab. Zudem liegen alle SuS gleich auf mit den Vergleichsgruppen.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","minus1","null","minus1","null","plus3","plus1","plus2","null","minus3","1","2","1","1","1, 3","1"
"PRdJFgUXgGFGr1qeGz1XUolHa-WxsLNrcbGKuzj9I1wcAkAPEazt0IUgOGjDvywf","2022-05-04 08:39:20","2022-05-04 09:20:19","2022-05-04 09:20:19","","332","152","1","s","Schwächere SuS konnten innerhalb von 2 Wochen inerhlb der Kompetenzstufen nach oben steigen. die Verteilung sieht jeweils relativ ähnlich aus","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","die Leistung einiger Schüler fällt ab","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","null","minus1","plus2","null","plus5","plus1","plus1","plus3","minus2","1","2","1","2","1, 3","1"
"dVHfgH-fQpjYHwubRruPvSvacC6_vX68zDXARGfdzMJI-pfEOFDKBeN1wk_buhg0","2022-05-04 08:40:55","2022-05-04 08:56:53","2022-05-04 08:56:53","","414","153","2","s","Nach Woche 8 haben mehr Schüler eine höhere Kompetenz erreicht als nach Woche 4 (dunkle Punkte). Sie befinden sich nun in Stufe 8. In Woche 4 waren sie noch in Stufe 6. Man kann also einen Lernfortschritt erkennen, da jeder Stufe ganz klare Kompetenzen zugeschrieben werden.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Es befinden sich nur wenige Schüler in Stufe 5 bis 7. Die meisten Schüler befinden sich in Stufe 7 bis 9 oder höher. Es ist erstaunlich, dass nach Woche 6 die Schüler besser abschneiden als nach Woche 8.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","1","null","minus2","plus4","null","plus3","plus1","plus2","plus4","minus2","1","1","1","1","1, 4","1"
"LAlAM-j75trCLvHtQAFoCKpUgNj6PM6zJHcWHoGvXCA0Dcd8FRMJZKHnpLpiqTxK","2022-05-04 08:49:11","2022-05-04 09:07:44","2022-05-04 09:07:45","","354","154","2","c","Dass sich im Laufe der Wochen, die Klasse nbesten (mit den Höchstpunktzahlen) etwas verschlechtert haben und zu den mittleren Schülern zählen.

Die meisten Schüler in der Woche 8 sich auf mittlerem Niveau bis zum guten Niveau befinden.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","Die meisten SuS werden dem Grundanspruch der Klasse 9 gerecht.  

Bei einigen wenigen SuS ist die Versetzung zur Klasse 9 in Bezug auf den Kompetenzbereich Sprache gefährdet.

Einige SuS sind deutlich über der Stufe 10 hinaus und könnten zusätzliches Fördermaterial gebrauchen.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","minus1","null","minus1","null","plus1","plus1","plus1","null","minus1","1","4","1","1","2, 4",""
"9r3iOInIMfOuYbPFU5kWLZHm3yf_trk1R9sXWi6TxDTeEtduyB_3q8dVzRtP3rcI","2022-05-04 09:44:25","2022-05-04 09:56:20","2022-05-04 09:56:20","","369","155","2","s","Die Klasse befindet sich hauptsächlich in der Stufe 4 bis 8. Dadurch erkennt man leistungsstarke und leistungsschwache Schüler*innen.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","3","Wenn das das Diagramm betrachtet, kann man erkennen, dass die Ergebnisse ziemlich ähnlich sind. Nur bei den schlechteren Ergebnissen gibt es ein paar Schüler*innen was ich nicht als tragisch empfinde. ","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","3","plus3","minus4","plus5","null","plus3","minus5","minus1","plus4","minus4","1","1","1","1","1, 3","1"
"yGmRbr3OHZvOtY5-31biqMpu_7UJ14j5GRG8smXVeaop9h-BlacfcLmMTJ0yjQFB","2022-05-04 09:56:05","2022-05-04 10:12:08","2022-05-04 10:12:08","","309","156","2","s","In Woche 4 gibt es die beste Auswertung. In Woche 6 gibt es keine Verbesserung, aber eine minimale Verschlechterung der schwächeren Schüler/innen. In Woche 8 gibt es schon eine deutliche Verschlechterung. Dem zufolge sollte Frau Maier noch Wiederholungen zu den Grammatikthemen machen oder stärker Differenzieren, da sich im Laufe der Zeit auch die Besten sehr verschlechtert haben.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Die SuS von Frau Knoll sind im Vergleich zur Vergleichsgruppe etwas besser.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","minus2","null","minus1","null","plus2","plus3","plus2","null","minus3","1","2","1","2","1, 2","1"
"y8-BGyhV2o3o_b3kqiLq-JOeByHq5pJmzNs0qtpK-bEDnRVBkAmZww_OG45-jtX1","2022-05-04 10:00:48","2022-05-04 10:20:02","2022-05-04 10:20:02","","318","157","2","i","Die Klasse ist im Kompetenzbereich relativ heterogen aufgestellt. Anfangs sind die Kompetenzen stärker gestreut, so ist von äußerst leistungsschwach bis leistungsstark alles dabei. Nach 8 Wochen nähern sich die Werte näher an, sodass bis auf zwei Ausreißer alle Schüler dem Grundanspruch einer 6. Klasse entsprechen.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","2","Kein Proband ist durchgehend schlecht oder durchgehend sehr gut, bis auf den einen Schüler, der nur beim letzten Test anwesend war. Das verspricht der Lehrperson, dass die Leistungen oft tagesabhängig sind, jedoch kein Schüler erheblich schlechter ist, als der Schnitt.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","minus1","minus3","null","null","plus1","minus2","plus1","plus3","minus4","1","1","2","1","2, 4",""
"3aF0QodiO8YI1jN1OKYPzSUtPFy9EEAHIp07GfJIvfUKeGmDoMxl8piUVvrPxup6","2022-05-04 10:29:04","2022-05-04 10:35:53","2022-05-04 10:35:53","","348","158","2","i","Das sich die Mehrheit der Klasse sich im Grundanspruch bewegt","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","Keine AHnung","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","minus1","minus4","plus2","null","plus4","minus3","plus1","plus4","minus5","2","","","","",""
"rf5U-gA88mUJ1TqSZ9uvTeTNNIOZqQ70qh6NVPNJPRR8fgY-64F547e2ax76CHU1","2022-05-04 10:43:25","2022-05-04 14:29:05","2022-05-04 14:29:05","","439","159","2","c","Woche 4 = Der Großteil der Schüler befinden sich zwischen Stufe 5 und 7. Einige haben aber auch einen Vorsprung und befinden sich zwischen Stufe 9 und 10, während es auch es auch einen einzelnen mit weniger Kompetenzen (Stufe 3) gibt.       
Woche 6= Es gab massive Verschlechterungen auf die Stufe 1. Der Großteil hat sich auf Stufe 6 bis 8 verbessert, während einige mit Vorsprung geringfügig an Kompetenzen verloren haben.
Woche 8= Einige der Lernenden haben weniger Kompetenzen als zu Beginn. 
Ein Teil ist auf dem Stand der 6. Stufe währen  ein größerer Teil auf der Kompetetnzstufe 8. steht.                                                                                                                                            ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","Die Klasse ist besser als die Vergleichgruppe und alle verbessern sich.
Die Kompetenzen der Klasse liegen über dem Grundanspruch Ende Klasse 9.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","null","minus1","plus4","null","plus4","plus1","plus3","plus4","minus1","1","2","1","2","1, 4","2"
"yfw-bC00p3fVdCHkwxKxwM-4CYXC3uX7oP9hfAqtio6IkDpoKs044dON-TXRptzy","2022-05-04 11:21:06","2022-05-04 11:40:29","2022-05-04 11:40:29","","380","160","1","c","Die durchschnittliche Punktzahl der SuS hat sich in Woche 6 im Vergleich zu Woche 4 insgesamt deutlich verbessert. In Woche 8 ist ein leichter Leistungsabfall zu erkennen, allerdings haben die SuS in Woche 8 noch besser abgeschnitten als in Woche 4","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","Einige SuS der 8. Klasse sind leistungstechnisch unter dem Grundanspruch der 6. Klasse, andere hingegen deutlich über dem Grundanspruch der 9. Klasse","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","minus1","null","plus3","plus1","plus4","plus2","plus3","plus3","minus3","1","3","2","2","1, 2","1"
"_lVKAEaNherMaku-GVRF0caNOiYO9_xFvCqVs09-NlLMgLiE2P-BcfnyfIkx7VS7","2022-05-04 12:12:44","2022-05-04 12:33:29","2022-05-04 12:33:29","","306","161","1","c","Der Test wurde im Abstand von jeweils 2 Wochen durchgeführt (ausnahme 1. Test, nach 4 Wochen). Es scheint, als hätten sich alle SuS im Schnitt bei der zweiten Testung verbessert, allerdings fällt das Ergebniss bei der 3. Testung wieder ab. Man erkennt anhand der Punkte, dass nur sehr wenige SuS schlecht abschneiden. Die meisten befinden sich im mittleren bis guten Bereich.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","Der Großteil der SuS liegt im oder über dem Grundanspruch bis Ende der 9. Klasse. Nur sehr weniger liegen unterhalb davon, wobei sich die SuS bei der 3. Testung eher im mittleren bis guten Bereich befinden. Einige verbessern sich aber manche verschlechtern sich. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","minus2","minus5","null","null","plus2","minus1","plus1","plus2","minus5","1","2","1","2","2, 4",""
"FfwBTjh9mJhhuLBLPM1MM5zxgYADA8qcV2tUDvOwvj9btEDeqX4HZTZU3nvvTwpq","2022-05-04 12:23:08","2022-05-04 12:40:23","2022-05-04 12:40:23","","295","162","2","c","In der Klasse gibt es noch deutliche Unterschiede zu erkennen, in Bezug auf die Lernfortschritte und Niveaus","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Einige der Schüler haben sich zwischenzeitlich verbessert, jedoch später noch einmal verschlechtert. 
Außerdem gibt es ein paar Schüler, die um einiges ""hinterher hängen"", und in Klasse 8 noch nicht den Grundanspruch der Klasse 6 erfüllen.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","null","minus3","plus2","null","plus2","minus2","null","plus1","minus2","1","2","1","2","1, 3","2"
"f2PMykFOBGMmrugFFOu-kraRg_lZp3wmxh8sTF3bfT4LdqZTlrWNPvBm-cGM4hnZ","2022-05-04 13:16:51","2022-05-04 13:16:54","","","371","163","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"PoLZfBLqZHP7mNHiK7v0r4fgRMp-5VR8jhoDxKH6Aw-klDHPD5hw_E31ATvRDVLJ","2022-05-04 13:17:12","2022-05-04 13:28:22","2022-05-04 13:28:22","","237","164","1","i","Das Leistungsniveau auf den gesamten Kurs betrachtet steigt mit zunehmender Zeit und die Verteilung rückt näher zusammen (Homogenität steigt).
Interessant ist, dass von Woche sechs zu Woche acht die Leistungskurve wieder etwas abfällt.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","Einzelne Schüler erreichen unterschiedliche Punkte und deren erreichte Stufe variiert von Woche zu Woche stark. Einige verbessern sich deutlich, andere verschlechtern sich deutlich! Manche Schüler halten ihre Stufe. In wenigen Fällen fehlen Informationen (Schüler krank?)","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","minus3","null","plus1","null","plus3","plus1","plus1","plus2","minus2","1","3","2","3","1, 3","2"
"5L0ALXv6t1bVaX7rn9qGRH47rwZsCFBcFwRafmxDoxgGqGv4zC7f1wKud8Fdba_R","2022-05-04 13:32:26","2022-05-04 13:44:21","2022-05-04 13:44:21","","365","165","2","s","Zwischen Woche 4 und 6 war der durchschnittliche Kompetenzzuwachs größer als zwischen Woche 6 und 8. ","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","Die SuS liegen alle über dem Grundanspruch der 6. Klasse und die meisten sogar über dem Grundanspruch der 9. Klasse.
Die SuS erreichen mindestens Stufe 5. 
","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","minus1","minus3","null","minus1","plus3","plus1","plus2","plus3","minus2","1","4","1","2","2, 3",""
"w2d_7fGdkWuG9MuRnp_inQYaVSjG_KNBwmNM-QqFgYOcGRkpa2IyaN0Z0zq8L30y","2022-05-04 13:57:18","2022-05-04 14:08:47","2022-05-04 14:08:47","","350","166","1","i","Die meisten Schüler*innen befinden sich im oberen Bereich.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","Die meisten Schüler*innen haben sich verschlechtert.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","1","plus1","minus4","plus4","minus1","plus2","minus5","minus2","plus3","minus3","1","2","1","2","1, 3","2"
"x085jESZgj5_13mwBntHXBjKc8vOPBwYnm3nexDrjRkBAUxG01GGGpFAKWjwPf6t","2022-05-04 14:02:43","2022-05-04 14:17:57","2022-05-04 14:17:57","","315","167","1","i","Sie zeigen das durchschnittliche Niveau einer gesamten Klasse an, jedoch sind keine detaillierten oder individuellen Ergebnisse je Schüler zu differenzieren. Es wird nicht gzeigt wo genau die Stärken und Schwächen liegen, sondern wie die Schüler insgesamt die Aufgaben als Ganzen bewältigen können","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Die Darstellung zeigt Verbindungen zwischen gemessenen Daten auf. Einige Schüler haben sich verbessert, andere verschlechtert.
","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","3","minus2","plus1","minus2","plus1","plus3","plus3","plus3","plus1","minus2","2","","","","",""
"ZAOz5cjYLzISLTDzZRRZkO1PFGbzYO2ZiRAPZq76t6HxbSc0e8QZTW6ztI2gMpR0","2022-05-04 14:11:18","2022-05-04 14:23:53","2022-05-04 14:23:53","","368","168","1","c","Die zentralen Informationen sind die Werte die uns die Tabelle liefert. Die Werte von Woche 4 und 8 sind sehr ähnlich. Die 6. Woche zeigt ein insgesamt besseres Ergebnis . Es findet wieder ein Abschwächung in Woche 8 statt im Vergleich zur 6.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Die Spitze der Schüler und das Mittefeld rückten immer näher zusammen. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","null","minus3","plus3","null","plus2","minus4","null","plus3","minus2","1","2","2","2","3",""
